epoch	loss	acc	auc_roc	auc_pr	f1_score
1.0	0.7231911703159934	0.5219983552631579	0.5528011633342904	0.548502335224414	0.41700947808256106
2.0	0.6660707896215874	0.5898780153508771	0.6380254120268365	0.6411990296945131	0.5646383904329708
3.0	0.6505863426024454	0.6107456140350878	0.669454520163037	0.6759179041440937	0.5753237789672078
4.0	0.6330267755608809	0.6349712171052632	0.6946350987566409	0.7075915017010489	0.6085378872347373
5.0	0.6180854220139352	0.6506990131578947	0.713855237258996	0.7314583517095752	0.622623086994592
6.0	0.6032649059044687	0.6653645833333334	0.7324483947553454	0.7530697794503325	0.6364137928258057
7.0	0.5963839135671917	0.6713267543859649	0.7398988805197699	0.7618759515353456	0.6423103096789722
8.0	0.5927915520835341	0.6744106359649122	0.7453549658608827	0.7658657372871502	0.6465284786343157
9.0	0.5777878175702011	0.6854098135964912	0.7589713601425562	0.781301081511499	0.6583761158823309
10.0	0.573036205350307	0.6915090460526315	0.7658718616501009	0.7885715113313545	0.6660760980895686
11.0	0.5674460321141962	0.6938733552631579	0.770273890372766	0.7929082551329082	0.6652893996292042
12.0	0.5595273741504603	0.7025082236842105	0.7782815845407911	0.8013986689753869	0.677842188450649
13.0	0.5504444722543683	0.7066885964912281	0.7855852810446056	0.8088598810843965	0.687370927568851
14.0	0.5436170676298309	0.7145010964912281	0.7940812510064896	0.8151079943350529	0.6940300423472359
15.0	0.5398374968453458	0.7179618969298246	0.7966698788176875	0.8180175693200025	0.6990809891339842
16.0	0.5326929474086092	0.7198807565789473	0.8024888411075579	0.8238046150455381	0.6989430684912851
17.0	0.5298503506601903	0.7243695175438597	0.8082471669877979	0.8287172088052303	0.7045416354098168
18.0	0.5206728180249532	0.7323190789473685	0.8119550770577009	0.8325660263326662	0.7150011728183489
19.0	0.5148390013920633	0.7363623903508771	0.8199267724343878	0.8389287470229365	0.7207464897299233
20.0	0.5065932252950835	0.7439350328947368	0.8264537939885073	0.8446837132201771	0.730480879356107
21.0	0.4979874167525977	0.7482524671052632	0.8327576177844649	0.8507313358604618	0.7350206684496912
22.0	0.49332027058852346	0.7516790021929824	0.8374984058816506	0.8546924825016772	0.7380302364892227
23.0	0.483454299077653	0.760999177631579	0.8437513256796496	0.8608211130791137	0.7475031937966328
24.0	0.47710119423113373	0.7633292214912281	0.8496431183841897	0.8660452762870079	0.7524770795354504
25.0	0.47019458339925396	0.7694969846491229	0.8536196254710109	0.8698732525764469	0.7598588061201089
26.0	0.46139226827705115	0.7726151315789473	0.8607803425424572	0.8745453130726254	0.7629851742908643
27.0	0.45454957558397663	0.7783031798245614	0.8642827346761573	0.8789993940456027	0.768724686422646
28.0	0.44745278463029026	0.7833059210526315	0.8700760582983974	0.8839028702441567	0.7754041259490589
29.0	0.43586749622696325	0.7880688048245614	0.8766807320966351	0.8895715240893053	0.7810372681165243
30.0	0.42568492418841314	0.7967379385964912	0.8840874807947221	0.8957686286094212	0.7897095925643232
31.0	0.4169994346928178	0.8046532346491229	0.8888233694824887	0.8996758008510347	0.7985520593921261
32.0	0.40834587655569377	0.8102042214912281	0.8943601312218594	0.9051291850124652	0.8040171256118283
33.0	0.3999553082282083	0.8127055921052632	0.8980747119015219	0.9087171347689729	0.8067999107818139
34.0	0.387844968783228	0.8217859100877193	0.9046543171611044	0.9149020849679801	0.8169207802553758
