epoch	loss	acc	auc_roc	auc_pr	f1_score
1.0	0.7370428288424457	0.5109230324074074	0.5554116246624158	0.5512679351193392	0.42763131060649334
2.0	0.6814003697148076	0.5577980324074074	0.5963414890673228	0.6062405737816396	0.5235906763577526
3.0	0.6587782678780733	0.6051070601851852	0.6618278860138717	0.6630129045673513	0.5618094341254806
4.0	0.6348368569656655	0.6412760416666666	0.7019292561978586	0.704293331973337	0.6157639483940341
5.0	0.6216707251690052	0.6521267361111112	0.7266996522863138	0.736471390128162	0.6179948746688011
6.0	0.5986173660666855	0.6714409722222222	0.750163361168175	0.7623069573107816	0.6561092493788008
7.0	0.577165632336228	0.6970486111111112	0.767359315347461	0.7809336801678852	0.6844164510410455
8.0	0.5529933439360725	0.7149884259259259	0.7916115860920945	0.8051199060889336	0.7018434101064354
9.0	0.533896561022158	0.7279369212962963	0.8107478937223215	0.8240360022692325	0.7146951635553734
10.0	0.5217417633091962	0.7381365740740741	0.8264727933817562	0.8411971249645748	0.7276421822723537
11.0	0.50694775029465	0.7459490740740741	0.8327358758738349	0.8464959079605651	0.7312624500575338
12.0	0.49343732330534196	0.7557146990740741	0.8406537877676823	0.8529279084447247	0.7466061017971561
13.0	0.47098400636955545	0.7704716435185185	0.8575784172423747	0.8713775373991617	0.7626916259373625
14.0	0.471152870743363	0.7745225694444444	0.8605983694491058	0.8739005635256928	0.7668679006423044
15.0	0.4523555095548983	0.7817563657407407	0.8690554649487537	0.8827772556096759	0.7723450569248717
16.0	0.4534558664869379	0.7811776620370371	0.8710062891467601	0.881742546765158	0.7736418618874147
17.0	0.4387373924255371	0.7928964120370371	0.8787733362365723	0.8890338755919701	0.7857839496630625
18.0	0.43026065826416016	0.7967303240740741	0.8877909207822375	0.8967175589403971	0.7915808790650866
19.0	0.4161147353825746	0.8047598379629629	0.8916080081314738	0.9010309946103315	0.7989474092615497
20.0	0.41080790095859104	0.8063512731481481	0.8935197047759286	0.9021498165826474	0.8022384452361492
21.0	0.40879244826458117	0.8098958333333334	0.8970746672931941	0.9065957071263117	0.8045038486034038
22.0	0.4010409602412471	0.8119936342592593	0.8996799831196848	0.9088930988797785	0.8079622032391314
23.0	0.3952343463897705	0.8148871527777778	0.9077152309552338	0.9146783400875608	0.8096560685662906
24.0	0.39392354642903366	0.8221209490740741	0.9072953683865312	0.9162252344434672	0.8194207050461308
25.0	0.37202254931132	0.8336226851851852	0.9153299490654712	0.9205049679529287	0.829790631263267
26.0	0.3721481374016515	0.8296440972222222	0.915393257290842	0.9230726079959418	0.8259785474211427
27.0	0.3640099178861689	0.8351417824074074	0.9187062276295025	0.9249112794448676	0.8325489146199979
28.0	0.36221906542778015	0.8349247685185185	0.9212911583129701	0.9267720072874753	0.8311323394446261
29.0	0.3556404268300092	0.8404224537037037	0.922864700426741	0.9294647876117099	0.8381948799350241
30.0	0.3502250081963009	0.8403501157407407	0.9249103385945614	0.9301836245901792	0.8377612907000112
31.0	0.3413704556447488	0.8446903935185185	0.9309142605899652	0.9346168824690074	0.8419825232375376
32.0	0.33300394592461763	0.8523582175925926	0.9322184077332212	0.9371815111907631	0.8505482380316302
33.0	0.3343946127979844	0.8469328703703703	0.9329752467625729	0.9373566809500061	0.8444191164382365
34.0	0.3350047160077978	0.8509837962962963	0.9344648305384077	0.9379424027711878	0.8482361624561177
35.0	0.324652553708465	0.8559027777777778	0.9361806916603316	0.9408141827343578	0.8532254164708831
36.0	0.32093712245976486	0.8586516203703703	0.9420350998097339	0.9453509291951661	0.8556207522596038
37.0	0.3101751406987508	0.8621238425925926	0.9432917961978409	0.9477232917444022	0.8604379818350167
38.0	0.3140024244785309	0.8592303240740741	0.9442304813656702	0.9479204572143936	0.857467356623278
39.0	0.2996656353826876	0.8705873842592593	0.9465881805306895	0.9488747008676136	0.8683866240225442
40.0	0.29766342430203047	0.8705150462962963	0.9474246686407638	0.9510250479851216	0.8685272497069177
41.0	0.2866617165229939	0.8752893518518519	0.9519756714350694	0.9543404206002024	0.8738950852373809
42.0	0.28092257071424415	0.8778935185185185	0.9525432648359418	0.9553571504780088	0.876548837493069
43.0	0.28405594053091826	0.8748553240740741	0.9520344401567814	0.9549159940107338	0.873313349042508
44.0	0.28604037231869167	0.8734085648148148	0.9524693981947595	0.9555765691916673	0.872575666790555
45.0	0.27018810201574256	0.8798466435185185	0.9576679227537674	0.9601852624794375	0.8783664265344072
46.0	0.2717738035652373	0.8821614583333334	0.9578862417839604	0.9603129274277864	0.8801751703302713
47.0	0.2777511609925164	0.8794849537037037	0.9555127381032017	0.9579055890832747	0.8785993881425269
48.0	0.2518004256266135	0.890625	0.96232574457865	0.9638846014596187	0.889097753278809
49.0	0.25488758583863574	0.8901909722222222	0.9614385180957574	0.9645166950424768	0.8896082267688966
50.0	0.2571130295594533	0.8915653935185185	0.9608462725990498	0.9629171736958282	0.8907144636171566
51.0	0.2574742839292244	0.8897569444444444	0.9607332195988401	0.9632896851940951	0.8890938200198745
52.0	0.2539033834581022	0.8915653935185185	0.9639550722495087	0.9659959853868743	0.8902812073797369
53.0	0.23534682227505577	0.9016927083333334	0.967192585211717	0.9690468621407108	0.9007291257292019
54.0	0.24233479245945258	0.8990162037037037	0.9669005098279662	0.9684275385090456	0.8981698145584147
55.0	0.23574448128541312	0.8995949074074074	0.9673866671536908	0.9690533438811059	0.8985356558086793
56.0	0.24228823681672415	0.8979311342592593	0.9680054413681838	0.9694418796096221	0.8965711135261453
57.0	0.2399937074493479	0.8995225694444444	0.9680230280896905	0.9698810295953346	0.8988520131378325
58.0	0.23123482476781915	0.9013310185185185	0.9724036126612561	0.9740423437287232	0.900416512667055
59.0	0.22107174661424425	0.9067563657407407	0.9724027716978547	0.9736007592464323	0.9061489184087256
60.0	0.21419994864198896	0.9103009259259259	0.9743194533439883	0.9751247470047717	0.9095133183354009
61.0	0.20621283849080405	0.9115306712962963	0.974635599662149	0.9758443771749541	0.9104848023389268
62.0	0.20622200436062282	0.9146412037037037	0.9754547340713998	0.9769872971675867	0.9141538563441683
63.0	0.19208839977229084	0.9215133101851852	0.9789203659202833	0.9797571547868259	0.920673316787279
64.0	0.19487623704804313	0.9200665509259259	0.9782748204847155	0.9792699623690857	0.9197482097737252
65.0	0.18557450230474826	0.9246238425925926	0.9802588514994225	0.9810502886547344	0.9245352113155266
66.0	0.2001449035273658	0.9178240740740741	0.9772975016444567	0.9781746978312129	0.9171929905827504
67.0	0.1845731884241104	0.9249855324074074	0.9800157916373704	0.981457513386268	0.9246945514487875
68.0	0.19583360298916144	0.9186197916666666	0.9793349887300598	0.9801272225470421	0.9183543556466742
69.0	0.181623590765176	0.9265769675925926	0.9813481449530833	0.9819362990588408	0.9260378796089741
70.0	0.1742583124174012	0.9278790509259259	0.9824080350081424	0.9832853439575755	0.9275022557420777
71.0	0.17290762287599068	0.9325810185185185	0.9825901135833628	0.9833499607622721	0.9324163047237521
72.0	0.16023606365477597	0.9356915509259259	0.9848264274757531	0.9853073073093981	0.9351146370595657
73.0	0.17283991972605386	0.9290364583333334	0.9835832898933778	0.9841160068473992	0.9283349277266116
74.0	0.1695710183293731	0.9305555555555556	0.9842293615527576	0.9846740210680658	0.9300694808755781
75.0	0.17818839572094106	0.9280237268518519	0.9835278610671764	0.9841696081262015	0.9275765858000985
76.0	0.15754278390495866	0.9358362268518519	0.986096638733222	0.9866555453360334	0.935575232934187
77.0	0.14323795504040188	0.9428530092592593	0.9886859234502807	0.9889038189677519	0.9424931221427083
78.0	0.1486545925339063	0.9406105324074074	0.9880403356187372	0.9883262843094556	0.9405624445239239
79.0	0.140951675121431	0.9440104166666666	0.9884520607597538	0.988960740021813	0.9442324740033649
80.0	0.150187564668832	0.9393084490740741	0.9879851356225506	0.9885593536173909	0.9387508265888245
81.0	0.14023475459328405	0.9442997685185185	0.9888179356668348	0.9895022854640705	0.9441364174630935
82.0	0.14588927836329849	0.9403935185185185	0.9887578047035873	0.9891299707107976	0.9398383794032728
83.0	0.13915287178975563	0.9435763888888888	0.9892774010392605	0.9898460536062865	0.9431882110403097
84.0	0.1295341788618653	0.9474103009259259	0.9909513774134451	0.9913685429095731	0.9475036594337654
85.0	0.12916449457406998	0.9474103009259259	0.9908120603056644	0.9910952424110349	0.9473854334208168
