epoch	loss	acc	auc_roc	auc_pr	f1_score
1.0	0.7303599715232849	0.5279224537037037	0.567365497416788	0.5676881967006335	0.43128025017363164
2.0	0.6803984045982361	0.5635850694444444	0.6143465683319043	0.6224311490634202	0.5321671806303987
3.0	0.6628201338979933	0.5923755787037037	0.6603718119666452	0.6603281740611867	0.567954075084925
4.0	0.6356401222723501	0.6352719907407407	0.7015952945287628	0.7064754449954892	0.6051415110673145
5.0	0.61803228325314	0.6555989583333334	0.7243688983597103	0.7372032707843944	0.6269360795892143
6.0	0.5923649668693542	0.6783854166666666	0.7570024019609937	0.7699355439116742	0.6598286227789053
7.0	0.5706809185169361	0.7006655092592593	0.7802824250602852	0.7948156073674317	0.6805695886423949
8.0	0.5432122239360103	0.7232349537037037	0.8034780691114585	0.8204551238459007	0.706538021017248
9.0	0.5289842994124802	0.7330005787037037	0.8133098438826359	0.829185351753401	0.7194239890714974
10.0	0.5357201000054678	0.7298900462962963	0.820984363312435	0.8367254760392301	0.7117732626408219
11.0	0.5037529225702639	0.7481192129629629	0.8331638974423528	0.8490582359356852	0.7318099039461511
12.0	0.49078564952920983	0.7589699074074074	0.843523362501118	0.8603853398516045	0.7478485527050266
13.0	0.4876396115179415	0.7576678240740741	0.8514941413959685	0.8654991357519752	0.7427927353348371
14.0	0.46377897704089127	0.7746672453703703	0.860901367435712	0.8763572265432317	0.7647724778573055
15.0	0.45659774431475886	0.7769820601851852	0.8663642661727613	0.8806213306742853	0.7688264432896582
16.0	0.45285508809266267	0.7833478009259259	0.8700378280743507	0.8836985980123748	0.7718526411019893
17.0	0.4367041974155991	0.7931134259259259	0.8786122935509278	0.8925541391167969	0.7855757244436694
18.0	0.4269308105663017	0.8011429398148148	0.887334538954359	0.8972339776611181	0.7949283055763159
19.0	0.4218787274978779	0.8021556712962963	0.8890086535146324	0.900834194354566	0.7940484603777002
20.0	0.41236012070267286	0.8084490740740741	0.8932093905162916	0.9019806658896994	0.8024453228305136
21.0	0.39676423867543537	0.8178530092592593	0.901060591495753	0.9107086580362734	0.8106843508094052
22.0	0.3952265006524545	0.8157552083333334	0.9030257549011774	0.9120733107305925	0.8100889748256299
23.0	0.3855485044143818	0.8219762731481481	0.9077229424749246	0.9163299414611842	0.8172575104963494
24.0	0.37679479078010275	0.8263165509259259	0.9123258839884014	0.9195747010605648	0.8219788170587707
25.0	0.3686127375673365	0.8296440972222222	0.9163369612224143	0.9240862188908623	0.8251877013252846
26.0	0.35418036028190897	0.8368055555555556	0.9238442910887998	0.9311333991907341	0.8324439076377692
27.0	0.3466405349749106	0.8465711805555556	0.9270339305768233	0.9330108283072095	0.8436415112984272
28.0	0.35942973803590844	0.8360821759259259	0.9247805113258678	0.930701137605711	0.8321069562234913
29.0	0.3433958314083241	0.8436053240740741	0.9302546143949578	0.9367409556614802	0.8404686042116682
30.0	0.33356267324200384	0.8520688657407407	0.9346580876974764	0.9398519143354999	0.8482468311917094
31.0	0.32729097538524204	0.8536603009259259	0.9368189639399864	0.9419651228789929	0.850643391551205
32.0	0.314539701850326	0.8585069444444444	0.9402468430118012	0.9449110795766629	0.8555980275434228
33.0	0.3113193324318639	0.8650173611111112	0.9423060036026394	0.9470717345147818	0.8630342537788883
34.0	0.30142921098956355	0.8677662037037037	0.9463583287218277	0.9510533309044028	0.8653510557923334
35.0	0.2944539454248216	0.8721788194444444	0.94892939794552	0.952897880741456	0.8699337499678964
36.0	0.29420341496114377	0.8697193287037037	0.9492984185946269	0.9529746220216057	0.8683932787252159
37.0	0.2941802541414897	0.8705150462962963	0.9496517953751921	0.9525274670211082	0.8675253888955413
