epoch	loss	acc	auc_roc	auc_pr	f1_score
1.0	0.707396453932712	0.5389254385964912	0.5754415308999704	0.5718313388878624	0.46700463668764486
2.0	0.6624901796642103	0.602282072368421	0.6488959122694881	0.6424087585762578	0.5809262190878166
3.0	0.6418885180824682	0.6265419407894737	0.6829704396189411	0.6893489684552289	0.6098940864934906
4.0	0.6266540989541171	0.6436746162280702	0.710198643457386	0.7236057784151538	0.6237760611751612
5.0	0.6083136650553921	0.6602590460526315	0.7312126922312054	0.7451813747421758	0.6374119136246544
6.0	0.5935918239125034	0.6733141447368421	0.7474030173980566	0.7641810200445891	0.6540838867971415
7.0	0.5811021181575039	0.684313322368421	0.7580810874806161	0.7765997143889902	0.6668240812399892
8.0	0.5732625576487759	0.6936334978070176	0.7675364597562697	0.7863900222071285	0.6772392188286903
9.0	0.5586912433306376	0.7006236293859649	0.7799202079281511	0.7989055482375758	0.6859071240409623
10.0	0.5617638523118538	0.7005550986842105	0.7855693017090369	0.8035692843089057	0.6820955056026916
11.0	0.549912829148142	0.7143297697368421	0.7906474213798708	0.8099050386798016	0.7010736756432251
12.0	0.5431614214913887	0.7152891995614035	0.7955290457020336	0.8144886021673027	0.7027651927302574
13.0	0.5376938121360645	0.7199492872807017	0.8015486651900413	0.8202522414066399	0.707778789813835
14.0	0.532414926771532	0.7263226425438597	0.8068313491965436	0.8246121759068279	0.7138253563282785
15.0	0.52812502101848	0.7267338267543859	0.8117303652320278	0.8281748301717167	0.7158128504839801
16.0	0.5214847300136298	0.7303659539473685	0.8152168332821677	0.8333777050631627	0.7183830976401007
17.0	0.5191514884170733	0.735608552631579	0.8214614604917364	0.8379592296098906	0.7235103659715697
18.0	0.5146882256917786	0.7376644736842105	0.823696987732273	0.8395983014170558	0.7256389240106589
19.0	0.5069093939505125	0.7431469298245614	0.8264849503113034	0.8435873027360458	0.7339442066165485
20.0	0.5133271217346191	0.7376987390350878	0.8260978459425481	0.8435752040803622	0.7270370548652213
21.0	0.497460111714246	0.7502398574561403	0.8341732998173695	0.8494854511322841	0.740678418682751
22.0	0.4936269323031108	0.7524671052631579	0.8382569379647984	0.8538645978476477	0.7425414532281597
23.0	0.48781961307191013	0.7567845394736842	0.8412313651607156	0.8564545692098274	0.7481790246052351
24.0	0.4883124828338623	0.7578125	0.8446058129385733	0.8592491323752902	0.7473244155723041
25.0	0.48236532901462753	0.760485197368421	0.8487895627810654	0.8639965379448867	0.7525684453693879
26.0	0.48115171152248715	0.7619243421052632	0.8472741973322747	0.8622854588464587	0.7542860458906783
27.0	0.47617241583372416	0.766344572368421	0.8517155391955934	0.8671595050919041	0.7571995992369285
28.0	0.47019630147699726	0.7698053728070176	0.8559703212574482	0.870497305515653	0.7625704345727087
29.0	0.4688377228745243	0.7683662280701754	0.8563749852357048	0.8702738960943261	0.7605856970646505
30.0	0.46501360180085166	0.7736430921052632	0.8586293309628796	0.8727502501942653	0.7672132605181363
31.0	0.456157071025748	0.7799821820175439	0.8647481349727737	0.8781612582208179	0.7734753862791696
32.0	0.456390122572581	0.779296875	0.8657916476423155	0.8790604526569862	0.7723482718149555
33.0	0.4543945710909994	0.7812842653508771	0.8656817445025073	0.8781868977639734	0.7750472352775248
